Sex,Age,Education,Food,MeanConsumption_total,5PercentileConsumption,50PercentileConsuption,95PercentileConsumption,ConsumptionDays,MeanConsumptiononConsumptionDays,5percentileConsumptiondays,50percentileConsumptiondays,95percentileConsumptiondays
Male,19 to 79 years,Education: higher,1503. Spices,0.1,0.0,0.0,0.0,1.7,3.8,0.6,4.0,8.0
Female,19 to 79 years,Education: higher,1503. Spices,0.0,0.0,0.0,0.0,1.0,3.1,1.3,2.7,5.1
Total male and female,1 to 18 years,Education: lower,1504. Condiments,1.2,0.0,0.0,6.0,14.0,8.6,0.5,4.8,33.4
Male,1 to 18 years,Education: lower,1504. Condiments,1.3,0.0,0.0,4.8,13.1,10.1,0.7,3.1,43.2
Female,1 to 18 years,Education: lower,1504. Condiments,1.0,0.0,0.0,7.9,14.9,7.1,0.2,5.0,18.1
Total male and female,19 to 79 years,Education: lower,1504. Condiments,2.3,0.0,0.0,12.6,20.7,11.1,0.7,6.6,38.0
Male,19 to 79 years,Education: lower,1504. Condiments,2.6,0.0,0.0,15.1,20.4,13.1,0.9,8.2,41.1
Female,19 to 79 years,Education: lower,1504. Condiments,2.0,0.0,0.0,11.0,21.0,9.6,0.7,5.8,30.3
Total male and female,1 to 18 years,Education: intermediate,1504. Condiments,0.9,0.0,0.0,5.2,15.9,5.8,0.4,3.9,20.0
Male,1 to 18 years,Education: intermediate,1504. Condiments,1.2,0.0,0.0,7.4,18.5,6.6,0.4,4.5,23.5
Female,1 to 18 years,Education: intermediate,1504. Condiments,0.6,0.0,0.0,3.9,13.2,4.6,0.5,3.7,11.6
Total male and female,19 to 79 years,Education: intermediate,1504. Condiments,2.6,0.0,0.0,13.0,24.9,10.2,0.8,7.5,31.4
Male,19 to 79 years,Education: intermediate,1504. Condiments,3.0,0.0,0.0,14.3,27.8,10.7,0.8,8.0,29.1
Female,19 to 79 years,Education: intermediate,1504. Condiments,2.2,0.0,0.0,10.5,21.8,9.7,0.8,6.2,31.4
Total male and female,1 to 18 years,Education: higher,1504. Condiments,0.9,0.0,0.0,5.0,15.3,6.2,0.6,4.2,20.0
Male,1 to 18 years,Education: higher,1504. Condiments,1.1,0.0,0.0,5.9,15.7,7.0,0.6,4.2,24.3
Female,1 to 18 years,Education: higher,1504. Condiments,0.8,0.0,0.0,4.7,14.9,5.3,0.4,3.9,16.1
Total male and female,19 to 79 years,Education: higher,1504. Condiments,2.8,0.0,0.0,13.6,26.1,10.8,0.9,7.3,33.3
Male,19 to 79 years,Education: higher,1504. Condiments,3.3,0.0,0.0,16.3,26.7,12.7,0.9,8.4,45.0
Female,19 to 79 years,Education: higher,1504. Condiments,2.3,0.0,0.0,10.7,25.4,8.8,0.8,6.2,29.0
Total male and female,1 to 18 years,Education: lower,150400. Unclass. and combined condiments,1.2,0.0,0.0,6.0,13.8,8.7,0.5,4.8,33.4
Male,1 to 18 years,Education: lower,150400. Unclass. and combined condiments,1.3,0.0,0.0,4.8,13.1,10.1,0.7,3.1,43.2
Female,1 to 18 years,Education: lower,150400. Unclass. and combined condiments,1.0,0.0,0.0,7.9,14.5,7.3,0.2,5.1,18.1
Total male and female,19 to 79 years,Education: lower,150400. Unclass. and combined condiments,1.9,0.0,0.0,11.2,17.9,11.1,0.7,6.1,36.2
Male,19 to 79 years,Education: lower,150400. Unclass. and combined condiments,2.5,0.0,0.0,15.0,18.3,14.0,0.9,9.5,41.1
Female,19 to 79 years,Education: lower,150400. Unclass. and combined condiments,1.5,0.0,0.0,9.3,17.6,8.5,0.6,5.2,27.8
Total male and female,1 to 18 years,Education: intermediate,150400. Unclass. and combined condiments,0.9,0.0,0.0,5.0,15.2,5.7,0.4,4.0,19.3
Male,1 to 18 years,Education: intermediate,150400. Unclass. and combined condiments,1.1,0.0,0.0,6.9,17.6,6.6,0.4,4.7,22.0
Female,1 to 18 years,Education: intermediate,150400. Unclass. and combined condiments,0.6,0.0,0.0,3.7,12.6,4.4,0.5,3.7,11.6
Total male and female,19 to 79 years,Education: intermediate,150400. Unclass. and combined condiments,2.4,0.0,0.0,11.8,22.6,10.4,0.7,7.5,35.0
Male,19 to 79 years,Education: intermediate,150400. Unclass. and combined condiments,2.8,0.0,0.0,13.4,25.9,10.7,0.7,8.2,35.8
Female,19 to 79 years,Education: intermediate,150400. Unclass. and combined condiments,2.0,0.0,0.0,9.6,19.1,9.9,0.7,6.2,31.4
Total male and female,1 to 18 years,Education: higher,150400. Unclass. and combined condiments,0.9,0.0,0.0,4.9,14.0,6.2,0.6,4.2,20.0
Male,1 to 18 years,Education: higher,150400. Unclass. and combined condiments,1.0,0.0,0.0,5.4,14.9,6.9,0.6,4.2,24.3
Female,1 to 18 years,Education: higher,150400. Unclass. and combined condiments,0.7,0.0,0.0,4.7,13.1,5.5,0.4,4.5,17.4
Total male and female,19 to 79 years,Education: higher,150400. Unclass. and combined condiments,2.5,0.0,0.0,12.8,22.7,11.0,0.9,7.2,35.5
Male,19 to 79 years,Education: higher,150400. Unclass. and combined condiments,3.0,0.0,0.0,16.3,24.0,12.7,0.9,8.3,45.0
Female,19 to 79 years,Education: higher,150400. Unclass. and combined condiments,1.9,0.0,0.0,10.0,21.3,8.9,0.6,6.0,30.7
Total male and female,1 to 18 years,Education: lower,150401. Vinegar,0.0,0.0,0.0,0.0,0.2,1.7,1.7,1.7,1.7
Male,1 to 18 years,Education: lower,150401. Vinegar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: lower,150401. Vinegar,0.0,0.0,0.0,0.0,0.4,1.7,1.7,1.7,1.7
Total male and female,19 to 79 years,Education: lower,150401. Vinegar,0.3,0.0,0.0,1.3,4.2,7.8,0.5,3.9,29.0
Male,19 to 79 years,Education: lower,150401. Vinegar,0.1,0.0,0.0,0.3,2.7,3.8,0.5,2.7,12.0
Female,19 to 79 years,Education: lower,150401. Vinegar,0.5,0.0,0.0,3.8,5.3,9.5,0.6,6.0,38.5
Total male and female,1 to 18 years,Education: intermediate,150401. Vinegar,0.1,0.0,0.0,0.0,1.2,4.5,0.3,3.0,25.3
Male,1 to 18 years,Education: intermediate,150401. Vinegar,0.1,0.0,0.0,0.0,1.2,5.5,0.3,2.2,25.3
Female,1 to 18 years,Education: intermediate,150401. Vinegar,0.0,0.0,0.0,0.0,1.2,3.5,0.5,3.1,8.8
Total male and female,19 to 79 years,Education: intermediate,150401. Vinegar,0.2,0.0,0.0,0.9,3.5,5.6,0.7,3.0,12.0
Male,19 to 79 years,Education: intermediate,150401. Vinegar,0.2,0.0,0.0,0.9,3.3,5.6,0.7,3.0,12.0
Female,19 to 79 years,Education: intermediate,150401. Vinegar,0.2,0.0,0.0,1.0,3.8,5.6,0.6,2.7,12.0
Total male and female,1 to 18 years,Education: higher,150401. Vinegar,0.1,0.0,0.0,0.0,1.8,4.0,0.3,2.4,12.0
Male,1 to 18 years,Education: higher,150401. Vinegar,0.1,0.0,0.0,0.0,1.4,5.2,0.9,3.4,24.0
Female,1 to 18 years,Education: higher,150401. Vinegar,0.1,0.0,0.0,0.0,2.2,3.1,0.3,2.3,12.0
Total male and female,19 to 79 years,Education: higher,150401. Vinegar,0.3,0.0,0.0,2.0,4.4,7.7,1.4,6.0,25.3
Male,19 to 79 years,Education: higher,150401. Vinegar,0.3,0.0,0.0,1.0,3.6,9.2,1.6,6.0,32.5
Female,19 to 79 years,Education: higher,150401. Vinegar,0.4,0.0,0.0,2.3,5.3,6.5,0.8,6.0,15.3
Total male and female,1 to 18 years,Education: lower,16. Soups and Stocks,14.9,0.0,0.0,115.1,8.7,167.8,35.5,126.4,387.3
Male,1 to 18 years,Education: lower,16. Soups and Stocks,18.2,0.0,0.0,129.1,11.2,157.1,35.5,120.6,353.5
Female,1 to 18 years,Education: lower,16. Soups and Stocks,11.4,0.0,0.0,94.0,6.1,188.4,19.4,172.9,424.3
Total male and female,19 to 79 years,Education: lower,16. Soups and Stocks,49.0,0.0,0.0,243.2,21.4,230.2,53.4,207.3,502.6
Male,19 to 79 years,Education: lower,16. Soups and Stocks,44.3,0.0,0.0,230.2,19.3,230.4,12.4,207.3,484.0
Female,19 to 79 years,Education: lower,16. Soups and Stocks,52.9,0.0,0.0,243.2,23.1,230.0,84.0,209.5,524.2
Total male and female,1 to 18 years,Education: intermediate,16. Soups and Stocks,17.3,0.0,0.0,126.5,9.6,182.2,35.6,168.5,387.7
Male,1 to 18 years,Education: intermediate,16. Soups and Stocks,16.3,0.0,0.0,120.0,9.1,181.3,59.3,153.9,391.3
Female,1 to 18 years,Education: intermediate,16. Soups and Stocks,18.3,0.0,0.0,137.3,10.2,183.2,17.3,173.7,380.4
Total male and female,19 to 79 years,Education: intermediate,16. Soups and Stocks,48.2,0.0,0.0,257.5,20.1,235.2,73.1,208.6,528.3
Male,19 to 79 years,Education: intermediate,16. Soups and Stocks,50.1,0.0,0.0,261.2,20.3,241.0,77.6,210.6,533.3
Female,19 to 79 years,Education: intermediate,16. Soups and Stocks,46.2,0.0,0.0,226.1,20.0,228.9,73.1,208.3,518.1
Total male and female,1 to 18 years,Education: higher,16. Soups and Stocks,18.0,0.0,0.0,115.4,10.7,163.9,23.3,153.8,343.3
Male,1 to 18 years,Education: higher,16. Soups and Stocks,17.3,0.0,0.0,112.4,10.1,164.4,26.2,151.7,303.6
Female,1 to 18 years,Education: higher,16. Soups and Stocks,18.9,0.0,0.0,119.3,11.3,163.4,17.6,155.1,346.9
Total male and female,19 to 79 years,Education: higher,16. Soups and Stocks,50.7,0.0,0.0,261.9,22.9,220.7,49.9,206.0,489.3
Male,19 to 79 years,Education: higher,16. Soups and Stocks,56.2,0.0,0.0,275.8,24.0,233.4,20.1,214.8,500.0
Female,19 to 79 years,Education: higher,16. Soups and Stocks,44.8,0.0,0.0,243.6,21.8,205.8,55.8,181.6,454.0
Total male and female,1 to 18 years,Education: lower,1601. Stocks in soup recipes,6.5,0.0,0.0,59.8,3.4,181.6,43.4,172.9,385.2
Male,1 to 18 years,Education: lower,1601. Stocks in soup recipes,8.7,0.0,0.0,84.5,5.0,161.1,43.4,169.0,286.8
Female,1 to 18 years,Education: lower,1601. Stocks in soup recipes,4.3,0.0,0.0,0.0,1.7,245.6,172.9,226.6,385.2
Total male and female,19 to 79 years,Education: lower,1601. Stocks in soup recipes,22.5,0.0,0.0,146.0,8.9,249.7,86.6,226.6,541.7
Male,19 to 79 years,Education: lower,1601. Stocks in soup recipes,22.1,0.0,0.0,154.9,7.8,281.4,118.9,274.7,686.7
Female,19 to 79 years,Education: lower,1601. Stocks in soup recipes,22.7,0.0,0.0,141.8,9.7,228.7,86.6,208.3,391.4
Total male and female,1 to 18 years,Education: intermediate,1601. Stocks in soup recipes,5.7,0.0,0.0,44.5,3.1,183.4,18.5,186.7,331.3
Male,1 to 18 years,Education: intermediate,1601. Stocks in soup recipes,5.2,0.0,0.0,40.9,2.7,185.1,81.7,166.7,391.3
Female,1 to 18 years,Education: intermediate,1601. Stocks in soup recipes,6.3,0.0,0.0,45.8,3.6,182.1,9.5,189.7,295.1
Total male and female,19 to 79 years,Education: intermediate,1601. Stocks in soup recipes,21.4,0.0,0.0,155.4,8.3,256.7,107.2,233.7,515.0
Male,19 to 79 years,Education: intermediate,1601. Stocks in soup recipes,22.4,0.0,0.0,169.9,8.5,257.8,133.9,250.0,533.3
Female,19 to 79 years,Education: intermediate,1601. Stocks in soup recipes,20.4,0.0,0.0,143.0,8.1,255.5,107.2,226.2,513.5
Total male and female,1 to 18 years,Education: higher,1601. Stocks in soup recipes,7.5,0.0,0.0,56.0,4.3,166.3,20.4,175.0,372.7
Male,1 to 18 years,Education: higher,1601. Stocks in soup recipes,6.8,0.0,0.0,37.3,4.0,165.8,26.0,193.0,285.2
Female,1 to 18 years,Education: higher,1601. Stocks in soup recipes,8.1,0.0,0.0,68.7,4.6,166.8,11.8,160.5,372.7
Total male and female,19 to 79 years,Education: higher,1601. Stocks in soup recipes,21.5,0.0,0.0,143.1,8.7,246.0,100.0,228.3,500.0
Male,19 to 79 years,Education: higher,1601. Stocks in soup recipes,26.5,0.0,0.0,174.6,10.1,260.8,138.2,231.7,577.4
Female,19 to 79 years,Education: higher,1601. Stocks in soup recipes,16.1,0.0,0.0,131.2,7.2,224.1,54.7,219.7,364.4
Total male and female,1 to 18 years,Education: lower,1602. Stocks,8.4,0.0,0.0,63.2,7.8,107.7,0.9,88.7,306.8
Male,1 to 18 years,Education: lower,1602. Stocks,9.6,0.0,0.0,63.2,9.9,95.3,0.9,81.8,278.6
Female,1 to 18 years,Education: lower,1602. Stocks,7.1,0.0,0.0,71.6,5.6,130.8,1.8,122.2,306.8
Total male and female,19 to 79 years,Education: lower,1602. Stocks,26.5,0.0,0.0,151.8,15.9,170.3,1.3,154.2,500.0
Male,19 to 79 years,Education: lower,1602. Stocks,22.2,0.0,0.0,133.3,13.4,167.3,2.2,154.2,446.3
Female,19 to 79 years,Education: lower,1602. Stocks,30.2,0.0,0.0,187.2,17.9,172.2,1.1,150.0,524.2
Total male and female,1 to 18 years,Education: intermediate,1602. Stocks,11.6,0.0,0.0,90.8,8.0,147.4,0.8,134.7,387.7
Male,1 to 18 years,Education: intermediate,1602. Stocks,11.1,0.0,0.0,84.3,7.4,155.8,1.1,134.8,443.6
Female,1 to 18 years,Education: intermediate,1602. Stocks,12.0,0.0,0.0,93.4,8.7,139.9,0.8,134.7,380.4
Total male and female,19 to 79 years,Education: intermediate,1602. Stocks,26.8,0.0,0.0,143.5,14.7,177.4,2.1,165.0,477.2
Male,19 to 79 years,Education: intermediate,1602. Stocks,27.7,0.0,0.0,159.9,14.2,188.3,1.6,178.6,519.6
Female,19 to 79 years,Education: intermediate,1602. Stocks,25.9,0.0,0.0,140.6,15.2,166.5,2.2,147.9,364.2
Total male and female,1 to 18 years,Education: higher,1602. Stocks,10.6,0.0,0.0,87.7,8.9,116.9,0.3,107.7,287.0
Male,1 to 18 years,Education: higher,1602. Stocks,10.5,0.0,0.0,79.2,8.5,118.0,0.5,118.8,287.0
Female,1 to 18 years,Education: higher,1602. Stocks,10.7,0.0,0.0,97.4,9.3,115.7,0.3,105.8,309.5
Total male and female,19 to 79 years,Education: higher,1602. Stocks,29.2,0.0,0.0,164.8,18.0,162.0,1.1,155.3,440.6
Male,19 to 79 years,Education: higher,1602. Stocks,29.7,0.0,0.0,191.2,17.9,166.1,1.2,158.0,444.8
Female,19 to 79 years,Education: higher,1602. Stocks,28.7,0.0,0.0,155.1,18.2,157.6,1.1,155.1,358.3
Total male and female,1 to 18 years,Education: lower,17. Miscellaneous,1.9,0.0,0.0,0.0,3.1,60.3,0.0,0.2,772.5
Male,1 to 18 years,Education: lower,17. Miscellaneous,2.7,0.0,0.0,0.0,2.3,109.0,0.0,0.1,772.5
Female,1 to 18 years,Education: lower,17. Miscellaneous,1.2,0.0,0.0,0.1,4.0,30.9,0.1,0.2,206.0
Total male and female,19 to 79 years,Education: lower,17. Miscellaneous,3.7,0.0,0.0,6.0,21.1,16.5,0.1,0.7,49.4
Male,19 to 79 years,Education: lower,17. Miscellaneous,2.5,0.0,0.0,5.0,21.3,10.0,0.1,0.4,30.0
Female,19 to 79 years,Education: lower,17. Miscellaneous,4.8,0.0,0.0,7.0,21.0,22.0,0.1,1.8,128.8
Total male and female,1 to 18 years,Education: intermediate,17. Miscellaneous,1.1,0.0,0.0,0.0,2.6,40.4,0.1,2.0,412.0
Male,1 to 18 years,Education: intermediate,17. Miscellaneous,0.6,0.0,0.0,0.0,2.7,20.2,0.1,0.2,61.0
Female,1 to 18 years,Education: intermediate,17. Miscellaneous,1.6,0.0,0.0,0.0,2.4,64.5,0.1,2.0,540.8
Total male and female,19 to 79 years,Education: intermediate,17. Miscellaneous,7.0,0.0,0.0,6.4,18.3,38.5,0.1,0.6,291.8
Male,19 to 79 years,Education: intermediate,17. Miscellaneous,6.0,0.0,0.0,4.3,13.5,46.3,0.1,1.0,291.8
Female,19 to 79 years,Education: intermediate,17. Miscellaneous,8.1,0.0,0.0,6.5,23.4,33.7,0.1,0.5,263.5
Total male and female,1 to 18 years,Education: higher,17. Miscellaneous,0.1,0.0,0.0,0.0,1.6,6.7,0.0,0.4,36.0
Male,1 to 18 years,Education: higher,17. Miscellaneous,0.2,0.0,0.0,0.0,1.7,9.3,0.2,1.6,36.0
Female,1 to 18 years,Education: higher,17. Miscellaneous,0.1,0.0,0.0,0.0,1.6,3.8,0.0,0.1,22.8
Total male and female,19 to 79 years,Education: higher,17. Miscellaneous,6.1,0.0,0.0,4.5,12.2,53.7,0.1,1.2,412.0
Male,19 to 79 years,Education: higher,17. Miscellaneous,3.2,0.0,0.0,5.0,14.4,22.4,0.1,1.1,250.0
Female,19 to 79 years,Education: higher,17. Miscellaneous,9.2,0.0,0.0,2.5,10.0,101.6,0.1,1.7,515.2
Total male and female,1 to 18 years,Education: lower,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,1 to 18 years,Education: lower,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: lower,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: lower,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,19 to 79 years,Education: lower,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,19 to 79 years,Education: lower,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,1 to 18 years,Education: intermediate,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,1 to 18 years,Education: intermediate,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: intermediate,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: intermediate,1701. Vegetarian products/dishes,0.1,0.0,0.0,0.0,0.3,42.0,17.1,33.7,62.7
Male,19 to 79 years,Education: intermediate,1701. Vegetarian products/dishes,0.2,0.0,0.0,0.0,0.4,50.1,33.7,62.7,62.7
Female,19 to 79 years,Education: intermediate,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.1,17.1,17.1,17.1,17.1
Total male and female,1 to 18 years,Education: higher,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,54.9,22.8,68.4,68.4
Male,1 to 18 years,Education: higher,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: higher,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.1,54.9,22.8,68.4,68.4
Total male and female,19 to 79 years,Education: higher,1701. Vegetarian products/dishes,0.1,0.0,0.0,0.0,0.1,125.0,125.0,125.0,125.0
Male,19 to 79 years,Education: higher,1701. Vegetarian products/dishes,0.3,0.0,0.0,0.0,0.2,125.0,125.0,125.0,125.0
Female,19 to 79 years,Education: higher,1701. Vegetarian products/dishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,1 to 18 years,Education: lower,1702. Dietetic products,1.9,0.0,0.0,0.0,3.1,60.3,0.0,0.2,772.5
Male,1 to 18 years,Education: lower,1702. Dietetic products,2.7,0.0,0.0,0.0,2.3,109.0,0.0,0.1,772.5
Female,1 to 18 years,Education: lower,1702. Dietetic products,1.2,0.0,0.0,0.1,4.0,30.9,0.1,0.2,206.0
Total male and female,19 to 79 years,Education: lower,1702. Dietetic products,3.7,0.0,0.0,6.0,21.1,16.5,0.1,0.7,49.4
Male,19 to 79 years,Education: lower,1702. Dietetic products,2.5,0.0,0.0,5.0,21.3,10.0,0.1,0.4,30.0
Female,19 to 79 years,Education: lower,1702. Dietetic products,4.8,0.0,0.0,7.0,21.0,22.0,0.1,1.8,128.8
Total male and female,1 to 18 years,Education: intermediate,1702. Dietetic products,1.1,0.0,0.0,0.0,2.5,41.4,0.1,2.0,412.0
Male,1 to 18 years,Education: intermediate,1702. Dietetic products,0.6,0.0,0.0,0.0,2.6,21.2,0.1,1.4,61.0
Female,1 to 18 years,Education: intermediate,1702. Dietetic products,1.6,0.0,0.0,0.0,2.4,64.5,0.1,2.0,540.8
Total male and female,19 to 79 years,Education: intermediate,1702. Dietetic products,6.9,0.0,0.0,4.3,18.1,38.3,0.1,0.6,291.8
Male,19 to 79 years,Education: intermediate,1702. Dietetic products,5.8,0.0,0.0,3.0,13.3,45.7,0.1,1.0,291.8
Female,19 to 79 years,Education: intermediate,1702. Dietetic products,8.1,0.0,0.0,6.4,23.3,33.8,0.1,0.5,263.5
Total male and female,1 to 18 years,Education: higher,1702. Dietetic products,0.1,0.0,0.0,0.0,1.6,5.3,0.0,0.4,28.0
Male,1 to 18 years,Education: higher,1702. Dietetic products,0.2,0.0,0.0,0.0,1.7,9.3,0.2,1.6,36.0
Female,1 to 18 years,Education: higher,1702. Dietetic products,0.0,0.0,0.0,0.0,1.5,0.3,0.0,0.1,3.6
Total male and female,19 to 79 years,Education: higher,1702. Dietetic products,6.0,0.0,0.0,3.2,12.1,53.0,0.1,1.2,412.0
Male,19 to 79 years,Education: higher,1702. Dietetic products,2.9,0.0,0.0,4.8,14.1,20.8,0.1,1.0,250.0
Female,19 to 79 years,Education: higher,1702. Dietetic products,9.2,0.0,0.0,2.5,10.0,101.6,0.1,1.7,515.2
Total male and female,1 to 18 years,Education: lower,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,2.6,0.3,0.0,0.2,1.0
Male,1 to 18 years,Education: lower,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0.1,0.2
Female,1 to 18 years,Education: lower,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,3.4,0.3,0.1,0.2,1.0
Total male and female,19 to 79 years,Education: lower,170201. Artificial sweeteners,0.5,0.0,0.0,4.0,19.8,2.4,0.1,0.5,10.0
Male,19 to 79 years,Education: lower,170201. Artificial sweeteners,0.4,0.0,0.0,3.5,20.2,2.1,0.1,0.4,8.0
Female,19 to 79 years,Education: lower,170201. Artificial sweeteners,0.5,0.0,0.0,4.0,19.5,2.7,0.1,1.0,11.0
Total male and female,1 to 18 years,Education: intermediate,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,2.0,2.2,0.1,1.4,9.4
Male,1 to 18 years,Education: intermediate,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,2.1,1.7,0.1,0.2,12.0
Female,1 to 18 years,Education: intermediate,170201. Artificial sweeteners,0.1,0.0,0.0,0.0,1.9,2.9,0.1,2.0,9.4
Total male and female,19 to 79 years,Education: intermediate,170201. Artificial sweeteners,0.3,0.0,0.0,1.2,16.4,1.9,0.1,0.5,9.0
Male,19 to 79 years,Education: intermediate,170201. Artificial sweeteners,0.2,0.0,0.0,1.0,11.4,2.0,0.1,0.6,8.0
Female,19 to 79 years,Education: intermediate,170201. Artificial sweeteners,0.4,0.0,0.0,2.0,21.9,1.8,0.1,0.4,10.0
Total male and female,1 to 18 years,Education: higher,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,1.3,0.7,0.0,0.2,2.4
Male,1 to 18 years,Education: higher,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,1.2,1.1,0.2,1.0,2.4
Female,1 to 18 years,Education: higher,170201. Artificial sweeteners,0.0,0.0,0.0,0.0,1.5,0.3,0.0,0.1,3.6
Total male and female,19 to 79 years,Education: higher,170201. Artificial sweeteners,0.2,0.0,0.0,0.6,10.0,2.5,0.0,0.6,12.0
Male,19 to 79 years,Education: higher,170201. Artificial sweeteners,0.4,0.0,0.0,1.1,12.4,2.9,0.0,0.6,16.3
Female,19 to 79 years,Education: higher,170201. Artificial sweeteners,0.1,0.0,0.0,0.3,7.4,1.8,0.0,0.4,11.0
Total male and female,1 to 18 years,Education: lower,170202. Meal substitutes,1.9,0.0,0.0,0.0,0.6,337.8,43.3,206.0,772.5
Male,1 to 18 years,Education: lower,170202. Meal substitutes,2.7,0.0,0.0,0.0,0.5,481.6,43.3,772.5,772.5
Female,1 to 18 years,Education: lower,170202. Meal substitutes,1.2,0.0,0.0,0.0,0.6,206.0,206.0,206.0,206.0
Total male and female,19 to 79 years,Education: lower,170202. Meal substitutes,3.3,0.0,0.0,0.0,1.5,197.7,19.2,128.8,643.8
Male,19 to 79 years,Education: lower,170202. Meal substitutes,2.0,0.0,0.0,0.0,1.1,151.2,30.0,128.8,291.8
Female,19 to 79 years,Education: lower,170202. Meal substitutes,4.3,0.0,0.0,0.0,1.8,221.0,19.2,206.0,643.8
Total male and female,1 to 18 years,Education: intermediate,170202. Meal substitutes,1.0,0.0,0.0,0.0,0.5,199.1,30.0,100.0,540.8
Male,1 to 18 years,Education: intermediate,170202. Meal substitutes,0.5,0.0,0.0,0.0,0.5,111.9,30.0,61.0,291.5
Female,1 to 18 years,Education: intermediate,170202. Meal substitutes,1.5,0.0,0.0,0.0,0.5,277.1,58.0,412.0,540.8
Total male and female,19 to 79 years,Education: intermediate,170202. Meal substitutes,6.6,0.0,0.0,0.0,2.2,303.3,30.0,257.5,927.0
Male,19 to 79 years,Education: intermediate,170202. Meal substitutes,5.6,0.0,0.0,0.0,1.9,306.9,30.0,257.5,967.0
Female,19 to 79 years,Education: intermediate,170202. Meal substitutes,7.7,0.0,0.0,0.0,2.5,300.4,26.0,257.5,927.0
Total male and female,1 to 18 years,Education: higher,170202. Meal substitutes,0.1,0.0,0.0,0.0,0.3,29.3,24.0,28.0,36.0
Male,1 to 18 years,Education: higher,170202. Meal substitutes,0.2,0.0,0.0,0.0,0.5,29.3,24.0,28.0,36.0
Female,1 to 18 years,Education: higher,170202. Meal substitutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: higher,170202. Meal substitutes,5.7,0.0,0.0,0.0,2.4,259.8,9.6,257.5,618.0
Male,19 to 79 years,Education: higher,170202. Meal substitutes,2.6,0.0,0.0,0.0,1.9,137.0,9.6,97.0,309.0
Female,19 to 79 years,Education: higher,170202. Meal substitutes,9.1,0.0,0.0,0.0,2.9,344.7,10.0,257.5,618.0
