"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2016Q3","Lithuania","Males","From 15 to 64 years","Total","Percentage","77.6",""
"2016Q3","Lithuania","Females","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q3","Luxembourg","Total","From 15 to 64 years","Total","Percentage","70.2",""
"2016Q3","Luxembourg","Males","From 15 to 64 years","Total","Percentage","74.9",""
"2016Q3","Luxembourg","Females","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q3","Hungary","Total","From 15 to 64 years","Total","Percentage","70.6",""
"2016Q3","Hungary","Males","From 15 to 64 years","Total","Percentage","77.4",""
"2016Q3","Hungary","Females","From 15 to 64 years","Total","Percentage","64.0",""
"2016Q3","Malta","Total","From 15 to 64 years","Total","Percentage","71.6",""
"2016Q3","Malta","Males","From 15 to 64 years","Total","Percentage","83.0",""
"2016Q3","Malta","Females","From 15 to 64 years","Total","Percentage","59.5",""
"2016Q3","Netherlands","Total","From 15 to 64 years","Total","Percentage","79.8",""
"2016Q3","Netherlands","Males","From 15 to 64 years","Total","Percentage","84.4",""
"2016Q3","Netherlands","Females","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q3","Austria","Total","From 15 to 64 years","Total","Percentage","77.4",""
"2016Q3","Austria","Males","From 15 to 64 years","Total","Percentage","82.1",""
"2016Q3","Austria","Females","From 15 to 64 years","Total","Percentage","72.6",""
"2016Q3","Poland","Total","From 15 to 64 years","Total","Percentage","69.1",""
"2016Q3","Poland","Males","From 15 to 64 years","Total","Percentage","76.0",""
"2016Q3","Poland","Females","From 15 to 64 years","Total","Percentage","62.2",""
"2016Q3","Portugal","Total","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q3","Portugal","Males","From 15 to 64 years","Total","Percentage","77.8",""
"2016Q3","Portugal","Females","From 15 to 64 years","Total","Percentage","70.7",""
"2016Q3","Romania","Total","From 15 to 64 years","Total","Percentage","67.0",""
"2016Q3","Romania","Males","From 15 to 64 years","Total","Percentage","76.6",""
"2016Q3","Romania","Females","From 15 to 64 years","Total","Percentage","57.3",""
"2016Q3","Slovenia","Total","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q3","Slovenia","Males","From 15 to 64 years","Total","Percentage","75.1",""
"2016Q3","Slovenia","Females","From 15 to 64 years","Total","Percentage","68.2",""
"2016Q3","Slovakia","Total","From 15 to 64 years","Total","Percentage","72.0",""
"2016Q3","Slovakia","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q3","Slovakia","Females","From 15 to 64 years","Total","Percentage","65.5",""
"2016Q3","Finland","Total","From 15 to 64 years","Total","Percentage","76.4",""
"2016Q3","Finland","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2016Q3","Finland","Females","From 15 to 64 years","Total","Percentage","74.7",""
"2016Q3","Sweden","Total","From 15 to 64 years","Total","Percentage","82.7",""
"2016Q3","Sweden","Males","From 15 to 64 years","Total","Percentage","84.5",""
"2016Q3","Sweden","Females","From 15 to 64 years","Total","Percentage","80.7",""
"2016Q3","United Kingdom","Total","From 15 to 64 years","Total","Percentage","77.6",""
"2016Q3","United Kingdom","Males","From 15 to 64 years","Total","Percentage","82.7",""
"2016Q3","United Kingdom","Females","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q3","Iceland","Total","From 15 to 64 years","Total","Percentage","90.4",""
"2016Q3","Iceland","Males","From 15 to 64 years","Total","Percentage","93.7",""
"2016Q3","Iceland","Females","From 15 to 64 years","Total","Percentage","87.1",""
"2016Q3","Norway","Total","From 15 to 64 years","Total","Percentage","78.6",""
"2016Q3","Norway","Males","From 15 to 64 years","Total","Percentage","80.5",""
"2016Q3","Norway","Females","From 15 to 64 years","Total","Percentage","76.7",""
"2016Q3","Switzerland","Total","From 15 to 64 years","Total","Percentage","83.8",""
"2016Q3","Switzerland","Males","From 15 to 64 years","Total","Percentage","88.4",""
"2016Q3","Switzerland","Females","From 15 to 64 years","Total","Percentage","79.1",""
"2016Q3","Montenegro","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2016Q3","Montenegro","Males","From 15 to 64 years","Total","Percentage","72.4",""
"2016Q3","Montenegro","Females","From 15 to 64 years","Total","Percentage","57.8",""
"2016Q3","North Macedonia","Total","From 15 to 64 years","Total","Percentage","64.6",""
"2016Q3","North Macedonia","Males","From 15 to 64 years","Total","Percentage","77.6",""
"2016Q3","North Macedonia","Females","From 15 to 64 years","Total","Percentage","51.1",""
"2016Q3","Serbia","Total","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q3","Serbia","Males","From 15 to 64 years","Total","Percentage","73.9",""
"2016Q3","Serbia","Females","From 15 to 64 years","Total","Percentage","59.4",""
"2016Q3","Turkey","Total","From 15 to 64 years","Total","Percentage","57.7",""
"2016Q3","Turkey","Males","From 15 to 64 years","Total","Percentage","78.3",""
"2016Q3","Turkey","Females","From 15 to 64 years","Total","Percentage","36.9",""
"2016Q4","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","72.4",""
"2016Q4","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2016Q4","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","66.8",""
"2016Q4","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","73.0",""
"2016Q4","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2016Q4","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q4","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","73.9",""
"2016Q4","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","79.2",""
"2016Q4","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","68.7",""
"2016Q4","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","73.0",""
"2016Q4","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2016Q4","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","67.6",""
"2016Q4","Belgium","Total","From 15 to 64 years","Total","Percentage","68.4",""
"2016Q4","Belgium","Males","From 15 to 64 years","Total","Percentage","72.9",""
"2016Q4","Belgium","Females","From 15 to 64 years","Total","Percentage","63.9",""
"2016Q4","Bulgaria","Total","From 15 to 64 years","Total","Percentage","68.0",""
"2016Q4","Bulgaria","Males","From 15 to 64 years","Total","Percentage","72.1",""
"2016Q4","Bulgaria","Females","From 15 to 64 years","Total","Percentage","63.7",""
"2016Q4","Czechia","Total","From 15 to 64 years","Total","Percentage","75.7",""
"2016Q4","Czechia","Males","From 15 to 64 years","Total","Percentage","82.6",""
"2016Q4","Czechia","Females","From 15 to 64 years","Total","Percentage","68.6",""
"2016Q4","Denmark","Total","From 15 to 64 years","Total","Percentage","77.2",""
"2016Q4","Denmark","Males","From 15 to 64 years","Total","Percentage","80.1",""
"2016Q4","Denmark","Females","From 15 to 64 years","Total","Percentage","74.3",""
"2016Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","78.3",""
"2016Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","82.5",""
"2016Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q4","Estonia","Total","From 15 to 64 years","Total","Percentage","76.7",""
"2016Q4","Estonia","Males","From 15 to 64 years","Total","Percentage","80.8",""
"2016Q4","Estonia","Females","From 15 to 64 years","Total","Percentage","72.8",""
"2016Q4","Ireland","Total","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q4","Ireland","Males","From 15 to 64 years","Total","Percentage","78.8",""
"2016Q4","Ireland","Females","From 15 to 64 years","Total","Percentage","66.2",""
"2016Q4","Greece","Total","From 15 to 64 years","Total","Percentage","67.9",""
"2016Q4","Greece","Males","From 15 to 64 years","Total","Percentage","76.0",""
"2016Q4","Greece","Females","From 15 to 64 years","Total","Percentage","60.1",""
"2016Q4","Spain","Total","From 15 to 64 years","Total","Percentage","74.0",""
"2016Q4","Spain","Males","From 15 to 64 years","Total","Percentage","78.9",""
"2016Q4","Spain","Females","From 15 to 64 years","Total","Percentage","69.0",""
"2016Q4","France","Total","From 15 to 64 years","Total","Percentage","71.4",""
"2016Q4","France","Males","From 15 to 64 years","Total","Percentage","75.5",""
"2016Q4","France","Females","From 15 to 64 years","Total","Percentage","67.6",""
"2016Q4","Croatia","Total","From 15 to 64 years","Total","Percentage","65.7",""
"2016Q4","Croatia","Males","From 15 to 64 years","Total","Percentage","70.6",""
"2016Q4","Croatia","Females","From 15 to 64 years","Total","Percentage","60.9",""
"2016Q4","Italy","Total","From 15 to 64 years","Total","Percentage","65.5",""
"2016Q4","Italy","Males","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q4","Italy","Females","From 15 to 64 years","Total","Percentage","55.9",""
"2016Q4","Cyprus","Total","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q4","Cyprus","Males","From 15 to 64 years","Total","Percentage","79.5",""
"2016Q4","Cyprus","Females","From 15 to 64 years","Total","Percentage","69.2",""
"2016Q4","Latvia","Total","From 15 to 64 years","Total","Percentage","76.1",""
"2016Q4","Latvia","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2016Q4","Latvia","Females","From 15 to 64 years","Total","Percentage","74.3",""
"2016Q4","Lithuania","Total","From 15 to 64 years","Total","Percentage","75.6",""
"2016Q4","Lithuania","Males","From 15 to 64 years","Total","Percentage","77.2",""
"2016Q4","Lithuania","Females","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q4","Luxembourg","Total","From 15 to 64 years","Total","Percentage","70.7",""
"2016Q4","Luxembourg","Males","From 15 to 64 years","Total","Percentage","75.6",""
"2016Q4","Luxembourg","Females","From 15 to 64 years","Total","Percentage","65.5",""
"2016Q4","Hungary","Total","From 15 to 64 years","Total","Percentage","70.7",""
"2016Q4","Hungary","Males","From 15 to 64 years","Total","Percentage","77.4",""
"2016Q4","Hungary","Females","From 15 to 64 years","Total","Percentage","64.1",""
"2016Q4","Malta","Total","From 15 to 64 years","Total","Percentage","70.9",""
"2016Q4","Malta","Males","From 15 to 64 years","Total","Percentage","82.9",""
"2016Q4","Malta","Females","From 15 to 64 years","Total","Percentage","58.3",""
"2016Q4","Netherlands","Total","From 15 to 64 years","Total","Percentage","79.6",""
"2016Q4","Netherlands","Males","From 15 to 64 years","Total","Percentage","84.1",""
"2016Q4","Netherlands","Females","From 15 to 64 years","Total","Percentage","75.1",""
"2016Q4","Austria","Total","From 15 to 64 years","Total","Percentage","76.1",""
"2016Q4","Austria","Males","From 15 to 64 years","Total","Percentage","80.6",""
"2016Q4","Austria","Females","From 15 to 64 years","Total","Percentage","71.6",""
"2016Q4","Poland","Total","From 15 to 64 years","Total","Percentage","69.0",""
"2016Q4","Poland","Males","From 15 to 64 years","Total","Percentage","76.0",""
"2016Q4","Poland","Females","From 15 to 64 years","Total","Percentage","62.0",""
"2016Q4","Portugal","Total","From 15 to 64 years","Total","Percentage","73.9",""
"2016Q4","Portugal","Males","From 15 to 64 years","Total","Percentage","77.3",""
"2016Q4","Portugal","Females","From 15 to 64 years","Total","Percentage","70.8",""
"2016Q4","Romania","Total","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q4","Romania","Males","From 15 to 64 years","Total","Percentage","74.5",""
"2016Q4","Romania","Females","From 15 to 64 years","Total","Percentage","56.0",""
"2016Q4","Slovenia","Total","From 15 to 64 years","Total","Percentage","72.4",""
"2016Q4","Slovenia","Males","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q4","Slovenia","Females","From 15 to 64 years","Total","Percentage","69.6",""
"2016Q4","Slovakia","Total","From 15 to 64 years","Total","Percentage","72.0",""
"2016Q4","Slovakia","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2016Q4","Slovakia","Females","From 15 to 64 years","Total","Percentage","65.4",""
"2016Q4","Finland","Total","From 15 to 64 years","Total","Percentage","74.5",""
"2016Q4","Finland","Males","From 15 to 64 years","Total","Percentage","76.5",""
"2016Q4","Finland","Females","From 15 to 64 years","Total","Percentage","72.6",""
"2016Q4","Sweden","Total","From 15 to 64 years","Total","Percentage","81.3",""
"2016Q4","Sweden","Males","From 15 to 64 years","Total","Percentage","83.1",""
"2016Q4","Sweden","Females","From 15 to 64 years","Total","Percentage","79.4",""
"2016Q4","United Kingdom","Total","From 15 to 64 years","Total","Percentage","77.4",""
"2016Q4","United Kingdom","Males","From 15 to 64 years","Total","Percentage","82.4",""
"2016Q4","United Kingdom","Females","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q4","Iceland","Total","From 15 to 64 years","Total","Percentage","88.5",""
"2016Q4","Iceland","Males","From 15 to 64 years","Total","Percentage","91.1",""
"2016Q4","Iceland","Females","From 15 to 64 years","Total","Percentage","85.7",""
"2016Q4","Norway","Total","From 15 to 64 years","Total","Percentage","77.3",""
"2016Q4","Norway","Males","From 15 to 64 years","Total","Percentage","79.2",""
"2016Q4","Norway","Females","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q4","Switzerland","Total","From 15 to 64 years","Total","Percentage","84.2",""
"2016Q4","Switzerland","Males","From 15 to 64 years","Total","Percentage","88.6",""
"2016Q4","Switzerland","Females","From 15 to 64 years","Total","Percentage","79.8",""
"2016Q4","Montenegro","Total","From 15 to 64 years","Total","Percentage","62.4",""
"2016Q4","Montenegro","Males","From 15 to 64 years","Total","Percentage","69.7",""
"2016Q4","Montenegro","Females","From 15 to 64 years","Total","Percentage","55.0",""
"2016Q4","North Macedonia","Total","From 15 to 64 years","Total","Percentage","64.8",""
"2016Q4","North Macedonia","Males","From 15 to 64 years","Total","Percentage","77.1",""
"2016Q4","North Macedonia","Females","From 15 to 64 years","Total","Percentage","52.0",""
"2016Q4","Serbia","Total","From 15 to 64 years","Total","Percentage","64.6",""
"2016Q4","Serbia","Males","From 15 to 64 years","Total","Percentage","72.0",""
"2016Q4","Serbia","Females","From 15 to 64 years","Total","Percentage","57.2",""
"2016Q4","Turkey","Total","From 15 to 64 years","Total","Percentage","57.1",""
"2016Q4","Turkey","Males","From 15 to 64 years","Total","Percentage","77.5",""
"2016Q4","Turkey","Females","From 15 to 64 years","Total","Percentage","36.5",""
"2017Q1","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","72.2",""
"2017Q1","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","77.7",""
"2017Q1","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","66.7",""
"2017Q1","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","72.8",""
"2017Q1","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","78.3",""
