TIME,GEO,Meat,,,Value,
2018,Croatia,Bovine meat,Slaughterings,Thousand heads (animals),180.4,
2018,Croatia,Pigmeat,Slaughterings,Thousand tonnes,74.8,
2018,Croatia,Pigmeat,Slaughterings,Thousand heads (animals),1 033.40,
2018,Croatia,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,Croatia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,Croatia,Poultry meat,Slaughterings,Thousand tonnes,66.2,
2018,Croatia,Poultry meat,Slaughterings,Thousand heads (animals),39 191.00,
2018,Croatia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Croatia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Italy,Bovine meat,Slaughterings,Thousand tonnes,809.22,
2018,Italy,Bovine meat,Slaughterings,Thousand heads (animals),2 768.19,
2018,Italy,Pigmeat,Slaughterings,Thousand tonnes,1 470.67,
2018,Italy,Pigmeat,Slaughterings,Thousand heads (animals),11 251.37,
2018,Italy,Meat of sheep and goats,Slaughterings,Thousand tonnes,35.58,
2018,Italy,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 882.59,
,,,,,,
,,,,,,
2018,Italy,Poultry meat,Slaughterings,Thousand tonnes,1 284.95,
2018,Italy,Poultry meat,Slaughterings,Thousand heads (animals),581 749.00,
2018,Italy,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Italy,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Cyprus,Bovine meat,Slaughterings,Thousand tonnes,5.28,
2018,Cyprus,Bovine meat,Slaughterings,Thousand heads (animals),16.86,
2018,Cyprus,Pigmeat,Slaughterings,Thousand tonnes,41.8,
2018,Cyprus,Pigmeat,Slaughterings,Thousand heads (animals),560.23,
2018,Cyprus,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.58,
2018,Cyprus,Meat of sheep and goats,Slaughterings,Thousand heads (animals),279.45,
,,,,,,
,,,,,,
2018,Cyprus,Poultry meat,Slaughterings,Thousand tonnes,25.42,
2018,Cyprus,Poultry meat,Slaughterings,Thousand heads (animals),12 768.24,
2018,Cyprus,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Cyprus,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Latvia,Bovine meat,Slaughterings,Thousand tonnes,15.87,
2018,Latvia,Bovine meat,Slaughterings,Thousand heads (animals),76.08,
2018,Latvia,Pigmeat,Slaughterings,Thousand tonnes,36.54,
2018,Latvia,Pigmeat,Slaughterings,Thousand heads (animals),458.42,
2018,Latvia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.48,
2018,Latvia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),28.9,
,,,,,,
,,,,,,
2018,Latvia,Poultry meat,Slaughterings,Thousand tonnes,33.2,
2018,Latvia,Poultry meat,Slaughterings,Thousand heads (animals),20 089.37,
2018,Latvia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Latvia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Lithuania,Bovine meat,Slaughterings,Thousand tonnes,40.28,
2018,Lithuania,Bovine meat,Slaughterings,Thousand heads (animals),154.5,
2018,Lithuania,Pigmeat,Slaughterings,Thousand tonnes,63.54,
2018,Lithuania,Pigmeat,Slaughterings,Thousand heads (animals),806.63,
2018,Lithuania,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,Lithuania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,Lithuania,Poultry meat,Slaughterings,Thousand tonnes,108.69,
2018,Lithuania,Poultry meat,Slaughterings,Thousand heads (animals),57 800.57,
2018,Lithuania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Lithuania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Luxembourg,Bovine meat,Slaughterings,Thousand tonnes,9.87,
2018,Luxembourg,Bovine meat,Slaughterings,Thousand heads (animals),26.85,
2018,Luxembourg,Pigmeat,Slaughterings,Thousand tonnes,12.73,
2018,Luxembourg,Pigmeat,Slaughterings,Thousand heads (animals),155.13,
2018,Luxembourg,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.05,
2018,Luxembourg,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2.44,
,,,,,,
,,,,,,
2018,Luxembourg,Poultry meat,Slaughterings,Thousand tonnes,0,
2018,Luxembourg,Poultry meat,Slaughterings,Thousand heads (animals),0,
2018,Luxembourg,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Luxembourg,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Hungary,Bovine meat,Slaughterings,Thousand tonnes,29.15,
2018,Hungary,Bovine meat,Slaughterings,Thousand heads (animals),112.08,
2018,Hungary,Pigmeat,Slaughterings,Thousand tonnes,435.79,
2018,Hungary,Pigmeat,Slaughterings,Thousand heads (animals),4 704.60,
2018,Hungary,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.8,
2018,Hungary,Meat of sheep and goats,Slaughterings,Thousand heads (animals),46.43,
,,,,,,
,,,,,,
2018,Hungary,Poultry meat,Slaughterings,Thousand tonnes,525.23,
2018,Hungary,Poultry meat,Slaughterings,Thousand heads (animals),217 016.98,
2018,Hungary,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Hungary,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Malta,Bovine meat,Slaughterings,Thousand tonnes,1.07,
2018,Malta,Bovine meat,Slaughterings,Thousand heads (animals),3.94,
2018,Malta,Pigmeat,Slaughterings,Thousand tonnes,4.43,
2018,Malta,Pigmeat,Slaughterings,Thousand heads (animals),53.18,
2018,Malta,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.14,
2018,Malta,Meat of sheep and goats,Slaughterings,Thousand heads (animals),6.17,
,,,,,,
,,,,,,
2018,Malta,Poultry meat,Slaughterings,Thousand tonnes,3.82,
2018,Malta,Poultry meat,Slaughterings,Thousand heads (animals),2 296.58,
2018,Malta,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Malta,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Netherlands,Bovine meat,Slaughterings,Thousand tonnes,459.21,p
2018,Netherlands,Bovine meat,Slaughterings,Thousand heads (animals),2 242.75,p
2018,Netherlands,Pigmeat,Slaughterings,Thousand tonnes,1 535.92,p
2018,Netherlands,Pigmeat,Slaughterings,Thousand heads (animals),15 914.84,p
2018,Netherlands,Meat of sheep and goats,Slaughterings,Thousand tonnes,14.09,p
2018,Netherlands,Meat of sheep and goats,Slaughterings,Thousand heads (animals),692.22,p
,,,,,,
,,,,,,
2018,Netherlands,Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,Netherlands,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,Netherlands,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Netherlands,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Austria,Bovine meat,Slaughterings,Thousand tonnes,233.46,
2018,Austria,Bovine meat,Slaughterings,Thousand heads (animals),694.23,
2018,Austria,Pigmeat,Slaughterings,Thousand tonnes,509.52,
2018,Austria,Pigmeat,Slaughterings,Thousand heads (animals),5 151.94,
2018,Austria,Meat of sheep and goats,Slaughterings,Thousand tonnes,7.33,e
2018,Austria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),347.84,
,,,,,,
,,,,,,
2018,Austria,Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,Austria,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,Austria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Austria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Poland,Bovine meat,Slaughterings,Thousand tonnes,564.72,
2018,Poland,Bovine meat,Slaughterings,Thousand heads (animals),1 942.40,
2018,Poland,Pigmeat,Slaughterings,Thousand tonnes,2 082.44,
2018,Poland,Pigmeat,Slaughterings,Thousand heads (animals),22 649.92,
2018,Poland,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,Poland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,Poland,Poultry meat,Slaughterings,Thousand tonnes,2 545.14,
2018,Poland,Poultry meat,Slaughterings,Thousand heads (animals),1 222 708.59,
2018,Poland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Poland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Portugal,Bovine meat,Slaughterings,Thousand tonnes,93.79,
2018,Portugal,Bovine meat,Slaughterings,Thousand heads (animals),383.67,
2018,Portugal,Pigmeat,Slaughterings,Thousand tonnes,361.53,
2018,Portugal,Pigmeat,Slaughterings,Thousand heads (animals),5 550.13,
2018,Portugal,Meat of sheep and goats,Slaughterings,Thousand tonnes,10.21,
2018,Portugal,Meat of sheep and goats,Slaughterings,Thousand heads (animals),861.17,
,,,,,,
,,,,,,
2018,Portugal,Poultry meat,Slaughterings,Thousand tonnes,345.54,
2018,Portugal,Poultry meat,Slaughterings,Thousand heads (animals),218 683.55,
2018,Portugal,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Portugal,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Romania,Bovine meat,Slaughterings,Thousand tonnes,49.92,p
2018,Romania,Bovine meat,Slaughterings,Thousand heads (animals),233.14,p
2018,Romania,Pigmeat,Slaughterings,Thousand tonnes,365.09,p
2018,Romania,Pigmeat,Slaughterings,Thousand heads (animals),4 265.41,p
2018,Romania,Meat of sheep and goats,Slaughterings,Thousand tonnes,12.45,p
2018,Romania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),846.5,p
,,,,,,
,,,,,,
2018,Romania,Poultry meat,Slaughterings,Thousand tonnes,452.5,p
2018,Romania,Poultry meat,Slaughterings,Thousand heads (animals),264 575.65,p
2018,Romania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Romania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Slovenia,Bovine meat,Slaughterings,Thousand tonnes,34.87,
2018,Slovenia,Bovine meat,Slaughterings,Thousand heads (animals),115.76,
2018,Slovenia,Pigmeat,Slaughterings,Thousand tonnes,22.31,
2018,Slovenia,Pigmeat,Slaughterings,Thousand heads (animals),249.82,
2018,Slovenia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.17,
2018,Slovenia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),13.36,
,,,,,,
,,,,,,
2018,Slovenia,Poultry meat,Slaughterings,Thousand tonnes,69.17,
2018,Slovenia,Poultry meat,Slaughterings,Thousand heads (animals),38 237.83,
2018,Slovenia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Slovenia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Slovakia,Bovine meat,Slaughterings,Thousand tonnes,8.11,
2018,Slovakia,Bovine meat,Slaughterings,Thousand heads (animals),30.44,
2018,Slovakia,Pigmeat,Slaughterings,Thousand tonnes,57.41,
2018,Slovakia,Pigmeat,Slaughterings,Thousand heads (animals),620.59,
2018,Slovakia,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,Slovakia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,Slovakia,Poultry meat,Slaughterings,Thousand tonnes,74.53,
2018,Slovakia,Poultry meat,Slaughterings,Thousand heads (animals),47 276.67,
2018,Slovakia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Slovakia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Finland,Bovine meat,Slaughterings,Thousand tonnes,86.48,
2018,Finland,Bovine meat,Slaughterings,Thousand heads (animals),274.75,
2018,Finland,Pigmeat,Slaughterings,Thousand tonnes,167.36,
2018,Finland,Pigmeat,Slaughterings,Thousand heads (animals),1 810.57,
2018,Finland,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.43,
2018,Finland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),69.61,
,,,,,,
,,,,,,
2018,Finland,Poultry meat,Slaughterings,Thousand tonnes,135.28,
2018,Finland,Poultry meat,Slaughterings,Thousand heads (animals),77 302.84,
2018,Finland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Finland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Sweden,Bovine meat,Slaughterings,Thousand tonnes,136.87,
2018,Sweden,Bovine meat,Slaughterings,Thousand heads (animals),425.63,
2018,Sweden,Pigmeat,Slaughterings,Thousand tonnes,248.89,
2018,Sweden,Pigmeat,Slaughterings,Thousand heads (animals),2 646.04,
2018,Sweden,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.62,
2018,Sweden,Meat of sheep and goats,Slaughterings,Thousand heads (animals),281.56,
,,,,,,
,,,,,,
2018,Sweden,Poultry meat,Slaughterings,Thousand tonnes,156.5,
2018,Sweden,Poultry meat,Slaughterings,Thousand heads (animals),103 390.34,
2018,Sweden,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Sweden,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,United Kingdom,Bovine meat,Slaughterings,Thousand tonnes,922.7,
2018,United Kingdom,Bovine meat,Slaughterings,Thousand heads (animals),2 809.62,
2018,United Kingdom,Pigmeat,Slaughterings,Thousand tonnes,926.73,
2018,United Kingdom,Pigmeat,Slaughterings,Thousand heads (animals),10 936.46,
2018,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand tonnes,288.93,
2018,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand heads (animals),14 432.36,
,,,,,,
,,,,,,
2018,United Kingdom,Poultry meat,Slaughterings,Thousand tonnes,1 957.81,
2018,United Kingdom,Poultry meat,Slaughterings,Thousand heads (animals),1 221 794.36,
2018,United Kingdom,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,United Kingdom,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Iceland,Bovine meat,Slaughterings,Thousand tonnes,4.77,
2018,Iceland,Bovine meat,Slaughterings,Thousand heads (animals),22.81,
2018,Iceland,Pigmeat,Slaughterings,Thousand tonnes,6.79,
2018,Iceland,Pigmeat,Slaughterings,Thousand heads (animals),81.45,
2018,Iceland,Meat of sheep and goats,Slaughterings,Thousand tonnes,10.48,
2018,Iceland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),600.1,
,,,,,,
,,,,,,
2018,Iceland,Poultry meat,Slaughterings,Thousand tonnes,9.47,
2018,Iceland,Poultry meat,Slaughterings,Thousand heads (animals),5 677.42,
2018,Iceland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Iceland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Switzerland,Bovine meat,Slaughterings,Thousand tonnes,146.51,
2018,Switzerland,Bovine meat,Slaughterings,Thousand heads (animals),622.56,
2018,Switzerland,Pigmeat,Slaughterings,Thousand tonnes,229.35,
2018,Switzerland,Pigmeat,Slaughterings,Thousand heads (animals),2 552.61,
2018,Switzerland,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.68,
2018,Switzerland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),284.88,
,,,,,,
,,,,,,
2018,Switzerland,Poultry meat,Slaughterings,Thousand tonnes,97.78,
2018,Switzerland,Poultry meat,Slaughterings,Thousand heads (animals),71 969.13,
2018,Switzerland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Switzerland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Montenegro,Bovine meat,Slaughterings,Thousand tonnes,5.12,
2018,Montenegro,Bovine meat,Slaughterings,Thousand heads (animals),30.38,
2018,Montenegro,Pigmeat,Slaughterings,Thousand tonnes,0.39,
2018,Montenegro,Pigmeat,Slaughterings,Thousand heads (animals),17.05,
2018,Montenegro,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.93,
2018,Montenegro,Meat of sheep and goats,Slaughterings,Thousand heads (animals),46.44,
,,,,,,
,,,,,,
2018,Montenegro,Poultry meat,Slaughterings,Thousand tonnes,1.99,
2018,Montenegro,Poultry meat,Slaughterings,Thousand heads (animals),1 234.04,
2018,Montenegro,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Montenegro,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Albania,Bovine meat,Slaughterings,Thousand tonnes,7.34,
2018,Albania,Bovine meat,Slaughterings,Thousand heads (animals),59.43,
2018,Albania,Pigmeat,Slaughterings,Thousand tonnes,4.91,
2018,Albania,Pigmeat,Slaughterings,Thousand heads (animals),99.77,
2018,Albania,Meat of sheep and goats,Slaughterings,Thousand tonnes,2.08,
2018,Albania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),159.53,
,,,,,,
,,,,,,
2018,Albania,Poultry meat,Slaughterings,Thousand tonnes,4.84,
2018,Albania,Poultry meat,Slaughterings,Thousand heads (animals),4 538.37,
2018,Albania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Albania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Serbia,Bovine meat,Slaughterings,Thousand tonnes,44.52,
2018,Serbia,Bovine meat,Slaughterings,Thousand heads (animals),173.1,
2018,Serbia,Pigmeat,Slaughterings,Thousand tonnes,170.52,
2018,Serbia,Pigmeat,Slaughterings,Thousand heads (animals),2 216.67,
2018,Serbia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0,n
2018,Serbia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),118.41,
,,,,,,
,,,,,,
2018,Serbia,Poultry meat,Slaughterings,Thousand tonnes,85.16,
2018,Serbia,Poultry meat,Slaughterings,Thousand heads (animals),54 849.83,
2018,Serbia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Serbia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Turkey,Bovine meat,Slaughterings,Thousand tonnes,62.12,
2018,Turkey,Bovine meat,Slaughterings,Thousand heads (animals),252.87,
2018,Turkey,Pigmeat,Slaughterings,Thousand tonnes,0.02,
2018,Turkey,Pigmeat,Slaughterings,Thousand heads (animals),1.04,
2018,Turkey,Meat of sheep and goats,Slaughterings,Thousand tonnes,52.15,
2018,Turkey,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 425.52,
,,,,,,
,,,,,,
2018,Turkey,Poultry meat,Slaughterings,Thousand tonnes,2 226.34,
2018,Turkey,Poultry meat,Slaughterings,Thousand heads (animals),1 236 310.71,
2018,Turkey,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Turkey,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand tonnes,11.55,
2018,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand heads (animals),56.32,
2018,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand tonnes,7.3,
2018,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand heads (animals),101.51,
2018,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.47,
2018,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand heads (animals),95.77,
,,,,,,
,,,,,,
2018,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand tonnes,64.3,
2018,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand heads (animals),41 846.10,
2018,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand tonnes,16.35,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand heads (animals),69.39,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand tonnes,0,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand heads (animals),0,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand tonnes,0,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand heads (animals),0,
,,,,,,
,,,,,,
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand tonnes,0,
